biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_LAT_poly,loc_LONG_poly,biz_phone,web_url,f_emergency,biz_bedcount
BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,A,415 N Main St,Ulysses,KS,67880,USA,Grant,37.583937,-101.358197,(620) 356-1266,http://www.phn.org,TRUE,47
UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,A,275 Hospital Dr,Ukiah,CA,95482,USA,Mendocino,39.154074,-123.202874,(707) 462-3111,http://www.adventisthealth.org,TRUE,70
WALTHALL COUNTY GENERAL HOSPITAL CAH,C,100 Hospital Dr,Tylertown,MS,39667,USA,Walthall,31.120331,-90.15683,(601) 876-2122,,TRUE,
TYLER HEALTHCARE CENTER,C,240 Willow St,Tyler,MN,56178,USA,Lincoln,44.272473,-96.130755,(507) 247-5521,,TRUE,
EAST TEXAS MEDICAL CENTER,A,1000 S Beckham Ave,Tyler,TX,75701,USA,Smith,32.338478,-95.291796,(903) 597-0351,http://www.etmc.org,TRUE,364
MOTHER FRANCES HOSPITAL,A,800 E Dawson St,Tyler,TX,75701,USA,Smith,32.342319,-95.292705,(903) 593-8441,http://www.tmfhs.org,TRUE,305
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,A,11937 US-271,Tyler,TX,75708,USA,Smith,32.423898,-95.209138,(903) 877-7777,http://www.uthct.edu,TRUE,119
TEXAS SPINE AND JOINT HOSPITAL,A,1814 Roseland Blvd,Tyler,TX,75701,USA,Smith,32.329659,-95.299324,(903) 525-3300,,TRUE,
AURORA MED CTR MANITOWOC CTY,A,5000 Memorial Dr,Two Rivers,WI,54241,USA,Manitowoc,44.125025,-87.617922,(920) 794-5000,http://www.aurorahealthcare.org,TRUE,138
LAKE VIEW MEMORIAL HOSPITAL,C,325 11th Ave,Two Harbors,MN,55616,USA,Lake,47.029729,-91.666913,(218) 834-7300,,TRUE,
ST LUKES MAGIC VALLEY RMC,A,650 Addison Ave W,Twin Falls,ID,83301,USA,Twin Falls,42.564228,-114.493562,(208) 737-2103,http://www.mvrmc.org,TRUE,180
TUSCALOOSA VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,3701 Loop Rd,Tuscaloosa,AL,35404,USA,Tuscaloosa,33.193204,-87.488328,(205) 554-2000,,TRUE,
D C H REGIONAL MEDICAL CENTER,A,809 University Blvd E,Tuscaloosa,AL,35401,USA,Tuscaloosa,33.206141,-87.52629,(205) 759-7111,http://www.dchhealthcare.com,TRUE,395
EMANUEL MEDICAL CENTER INC,A,825 Delbon Ave,Turlock,CA,95382,USA,Stanislaus,37.51067,-120.839545,(209) 667-4200,http://www.emanuelmed.org,TRUE,270
NORTH MISSISSIPPI MEDICAL CENTER,A,830 S Gloster St,Tupelo,MS,38801,USA,Lee,34.242886,-88.717478,(662) 377-7176,http://www.nmhs.net,TRUE,726
MERCY TYLER HOSPITAL,A,880 Us-6 W,Tunkhannock,PA,18657,USA,Wyoming,41.577322,-75.97049,(570) 836-2161,,TRUE,60
HILLCREST MEDICAL CENTER,A,1120 S Utica Ave,Tulsa,OK,74104,USA,Tulsa,36.147325,-95.967317,(918) 579-1000,http://www.hillcrest.com,TRUE,421
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,A,744 W 9th St,Tulsa,OK,74127,USA,Tulsa,36.1469661,-96.0000439,(918) 587-2561,,TRUE,275
"SAINT FRANCIS HOSPITAL, INC",A,6161 S Yale Ave,Tulsa,OK,74136,USA,Tulsa,36.07431,-95.921934,(918) 494-2200,http://www.saintfrancis.com,TRUE,654
"ST JOHN MEDICAL CENTER, INC",A,1923 S Utica Ave,Tulsa,OK,74104,USA,Tulsa,36.134609,-95.96706,(918) 744-2345,http://www.sjmc.org,TRUE,556
SOUTHWESTERN REGIONAL MEDICAL CENTER,A,10109 E 79th St,Tulsa,OK,74133,USA,Tulsa,36.049752,-95.874881,(918) 496-5000,http://www.cancercenter.com,TRUE,40
SOUTHCREST HOSPITAL,A,8801 S 101st East Ave,Tulsa,OK,74133,USA,Tulsa,36.035327,-95.864708,(918) 294-4000,,TRUE,
"OKLAHOMA SURGICAL HOSPITAL, LLC",A,"2408 E 81st St, #300",Tulsa,OK,74137,USA,Tulsa,36.046176,-95.955534,(918) 477-5000,,TRUE,
TULSA SPINE & SPECIALTY HOSPITAL,A,6901 S Olympia Ave,Tulsa,OK,74132,USA,Tulsa,36.063945,-96.004372,(918) 388-5701,,TRUE,
SAINT FRANCIS HOSPITAL SOUTH,A,10501 E 91st St S,Tulsa,OK,74133,USA,Tulsa,36.032009,-95.85677,(918) 307-6000,,TRUE,
PINNACLE SPECIALTY HOSPITAL,A,"2408 E 81st St, #600",Tulsa,OK,74137,USA,Tulsa,36.046176,-95.955534,(918) 392-2780,,TRUE,
HARTON REGIONAL MEDICAL CENTER,A,"1801 N Jackson St, #460",Tullahoma,TN,37388,USA,Coffee,35.383512,-86.231271,(931) 393-3000,http://www.tenethealth.comharton,TRUE,137
SWISHER MEMORIAL HOSPITAL,C,539 SE 2nd St,Tulia,TX,79088,USA,Swisher,34.535658,-101.756413,(806) 995-3581,,TRUE,
TULARE REGIONAL MEDICAL CENTER,A,869 N Cherry St,Tulare,CA,93274,USA,Tulare,36.220296,-119.337786,(559) 688-0821,,TRUE,100
DR DAN C TRIGG MEMORIAL HOSPITAL,C,301 E Miel de Luna Ave,Tucumcari,NM,88401,USA,Quay,35.15647,-103.724402,(575) 461-7008,,TRUE,
TUCSON MEDICAL CENTER,A,5301 E Grant Rd,Tucson,AZ,85712,USA,Pima,32.25088,-110.879657,(520) 327-5461,http://www.home.tmcaz.com,TRUE,457
CARONDELET ST  MARYS HOSPITAL,A,1601 W Saint Marys Rd,Tucson,AZ,85745,USA,Pima,32.228712,-110.999237,(520) 872-3000,http://www.carondelet.org,TRUE,385
CARONDELET ST JOSEPHS HOSPITAL,A,350 N Wilmot Rd,Tucson,AZ,85711,USA,Pima,32.226079,-110.857724,(520) 873-3000,,TRUE,301
UNIVERSITY MEDICAL CENTER,A,1501 N Campbell Ave,Tucson,AZ,85724,USA,Pima,32.240747,-110.944185,(520) 694-0111,,TRUE,279
NORTHWEST MEDICAL CENTER,A,6200 N La Cholla Blvd,Tucson,AZ,85741,USA,Pima,32.319628,-111.011944,(520) 742-9000,http://www.northwestmedicalcenter.com,TRUE,134
CARONDELET HEART AND VASCULAR INSTITUTE,A,4888 N Stone Ave,Tucson,AZ,85704,USA,Pima,32.294784,-110.970941,(520) 696-2328,,TRUE,
UNIVERSITY PHYSICIANS HEALTHCARE HOSPITAL AT KINO,A,2800 E Ajo Way,Tucson,AZ,85713,USA,Pima,32.177755,-110.930783,(520) 294-4471,,TRUE,
TUBA CITY REGIONAL HEALTH CARE CORPORATION,A,PO BOX 600,Tuba City,AZ,86045,USA,Coconino,36.1349928,-111.2398625,(928) 283-2501,,TRUE,69
LEGACY MERIDIAN PARK MEDICAL CENTER,A,19300 SW 65th Ave,Tualatin,OR,97062,USA,Washington,45.380524,-122.743923,(503) 692-1212,http://www.legacyhealth.org,TRUE,133
TAHOE FOREST HOSPITAL,C,10121 Pine Ave,Truckee,CA,96161,USA,Nevada,39.324641,-120.201519,(530) 587-6011,,TRUE,
TROY REGIONAL MEDICAL CENTER,A,1330 Highway 231 N,Troy,AL,36079,USA,Pike,31.849819,-85.995834,(334) 670-5000,,TRUE,87
WILLIAM BEAUMONT HOSPITAL-TROY,A,44201 Dequindre Rd,Troy,MI,48085,USA,Oakland,42.61666,-83.09129,(248) 964-8800,http://www.beaumont.edu,TRUE,189
LINCOLN COUNTY MEDICAL CENTER,C,1000 E Cherry St,Troy,MO,63379,USA,Lincoln,38.984044,-90.964347,(636) 528-8551,,TRUE,
SAMARITAN HOSPITAL,A,2215 Burdett Ave,Troy,NY,12180,USA,Rensselaer,42.734112,-73.671287,(518) 271-3225,http://www.nehealth.com,TRUE,135
SETON HEALTH SYSTEM-ST MARY'S CAMPUS,A,1300 Massachusetts Ave,Troy,NY,12180,USA,Rensselaer,42.743065,-73.675632,(518) 272-5000,http://www.setonhealth.org,TRUE,187
FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,C,520 Allen St,Troy,NC,27371,USA,Montgomery,35.364807,-79.891344,(910) 572-1301,,TRUE,
UPPER VALLEY MEDICAL CENTER,A,3130 N County Road 25a,Troy,OH,45373,USA,Miami,40.08551,-84.223024,(937) 440-7853,http://www.uvmc.com,TRUE,165
TROY COMMUNITY HOSPITAL,C,101 Elmira St,Troy,PA,16947,USA,Bradford,41.786045,-76.787558,(570) 297-2121,,TRUE,
BAYLOR MEDICAL CENTER AT TROPHY CLUB,A,Texas 114,Roanoke,TX,76262,USA,Denton,32.9840684,-97.1688192,(817) 837-4600,,TRUE,
EAST TEXAS MEDICAL CENTER TRINITY,A,317 Prospect Dr,Trinity,TX,75862,USA,Trinity,30.951844,-95.376195,(936) 594-3541,http://www.etmc.org,TRUE,22
MT SAN RAFAEL HOSPITAL,C,410 Benedicta Ave,Trinidad,CO,81082,USA,Las Animas,37.172859,-104.488308,(719) 846-9213,,TRUE,
GREELEY COUNTY HEALTH SERVICES,C,506 3rd St,Tribune,KS,67879,USA,Greeley,38.470046,-101.749683,(620) 376-4221,,TRUE,
OAKWOOD SOUTHSHORE MEDICAL CENTER,A,5450 Fort St,Trenton,MI,48183,USA,Wayne,42.115938,-83.21179,(734) 671-3800,http://www.oakwood.org,TRUE,72
WRIGHT MEMORIAL HOSPITAL,C,701 E 1st St,Trenton,MO,64683,USA,Grundy,40.066606,-93.611562,(660) 359-5621,,TRUE,
ST FRANCIS MEDICAL CENTER,A,601 Hamilton Ave,Trenton,NJ,8629,USA,Mercer,40.217001,-74.742792,(609) 599-5000,,TRUE,158
CAPITAL HEALTH SYSTEM-MERCER CAMPUS,A,446 Bellevue Ave,Trenton,NJ,8618,USA,Mercer,40.229715,-74.777241,(609) 394-4000,,TRUE,320
CAPITAL HEALTH SYSTEM-FULD CAMPUS,A,750 Brunswick Ave,Trenton,NJ,8638,USA,Mercer,40.235886,-74.752661,(609) 394-6000,,TRUE,269
GIBSON GENERAL HOSPITAL,A,200 Hospital Dr,Trenton,TN,38382,USA,Gibson,35.96273,-88.939717,(731) 855-7900,http://www.wth.net,TRUE,42
BEAR RIVER VALLEY HOSPITAL,A,905 N 1000 W,Tremonton,UT,84337,USA,Box Elder,41.712009,-112.181202,(435) 207-4500,http://www.ihc.com,TRUE,58
MUNSON MEDICAL CENTER,A,1105 6th St,Traverse City,MI,49684,USA,Grand Traverse,44.761478,-85.642046,(231) 935-5000,http://www.mhc.net,TRUE,368
EDGEWOOD SURGICAL HOSPITAL,A,239 Edgewood Drive Ext,Transfer,PA,16154,USA,Mercer,41.33016,-80.419387,(724) 646-0400,,TRUE,
SUTTER TRACY COMMUNITY HOSPITAL,A,1420 N Tracy Blvd,Tracy,CA,95376,USA,San Joaquin,37.743669,-121.434854,(209) 835-1500,http://www.suttertracy.org,TRUE,79
SANFORD TRACY,C,251 5th St E,Tracy,MN,56175,USA,Lyon,44.232306,-95.606874,(507) 629-3200,,TRUE,
SAINT JOSEPH MEDICAL CENTER,A,7601 Osler Dr,Towson,MD,21204,USA,Baltimore,39.388316,-76.613087,(410) 337-1200,http://www.sjmcmd.org,TRUE,345
GRACE COTTAGE HOSPITAL,C,PO BOX 216,TOWNSHEND,VT,5353,USA,Windham,43.053435,-72.6860696,(802) 365-7920,,TRUE,
MISSOURI BAPTIST MEDICAL CENTER,A,3015 N Ballas Rd,Town and Country,MO,63131,USA,Saint Louis,38.635074,-90.44376,(314) 996-5000,,TRUE,370
"MEMORIAL HOSPITAL, INC  TOWANDA",A,91 Hospital Dr,Towanda,PA,18848,USA,Bradford,41.783766,-76.449037,(570) 268-2270,http://www.memorialhospital.org,TRUE,140
CHARLOTTE HUNGERFORD HOSPITAL,A,540 Litchfield St,Torrington,CT,6790,USA,Litchfield,41.790932,-73.132632,(860) 496-6666,http://www.charlottesweb.hungerford.org,TRUE,109
COMMUNITY HOSPITAL,C,2000 Campbell Dr,Torrington,WY,82240,USA,Goshen,42.084275,-104.192181,(307) 532-4181,,TRUE,
TORRANCE MEMORIAL MEDICAL CENTER,A,3330 Lomita Blvd,Torrance,CA,90505,USA,Los Angeles,33.812688,-118.344125,(310) 325-9110,http://www.torrancememorial.org,TRUE,365
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,A,4101 Torrance Blvd,Torrance,CA,90503,USA,Los Angeles,33.837673,-118.356967,(310) 540-7676,http://www.lcmhs.org,TRUE,393
LAC/HARBOR-UCLA MED CENTER,A,1000 W Carson St,Torrance,CA,90502,USA,Los Angeles,33.831451,-118.292798,(310) 222-2101,,TRUE,328
SIERRA VISTA HOSPITAL,C,800 E 9th Ave,Truth or Consequences,NM,87901,USA,Sierra,33.139164,-107.242251,(575) 894-2111,,TRUE,
TOPPENISH COMMUNITY HOSPITAL,A,502 W 4th Ave,Toppenish,WA,98948,USA,Yakima,46.371165,-120.315983,(509) 865-1520,http://www.providence.org,TRUE,48
ST FRANCIS HEALTH CENTER,A,1700 SW 7th St,Topeka,KS,66606,USA,Shawnee,39.056097,-95.69613,(785) 295-8000,http://www.stfrancistopeka.org,TRUE,233
MOUNTAIN WEST MEDICAL CENTER,A,2055 N Main St,Tooele,UT,84074,USA,Tooele,40.56467,-112.296253,(435) 843-3600,,TRUE,108
NYE REGIONAL MEDICAL CENTER,A,Erie Main,Tonopah,NV,89049,USA,Nye,38.066464,-117.22929,(775) 482-6233,,TRUE,42
COMMUNITY MEDICAL CENTER,A,99 Route 37 W,Toms River,NJ,8755,USA,Ocean,39.96538,-74.217,(732) 557-8000,http://www.sbhcs.com,TRUE,497
MONROE COUNTY MEDICAL CENTER,A,529 Capp Harlan Rd,Tompkinsville,KY,42167,USA,Monroe,36.699011,-85.677375,(270) 487-9231,,TRUE,49
TOMBALL REGIONAL HOSPITAL,A,605 Holderrieth Blvd,Tomball,TX,77375,USA,Harris,30.089272,-95.623815,(281) 351-1623,http://www.tomballhospital.org,TRUE,184
SACRED HEART HSPTL,C,"401 W Mohawk Dr, #100",Tomahawk,WI,54487,USA,Lincoln,45.488778,-89.73322,(715) 453-7700,,TRUE,
TOMAH VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,500 E Veterans St,Tomah,WI,54660,USA,Monroe,44.001164,-90.494636,(608) 372-3971,,TRUE,
TOMAH MEM HSPTL,C,321 Butts Ave,Tomah,WI,54660,USA,Monroe,43.983853,-90.51485,(608) 372-2181,,TRUE,
UNIVERSITY OF TOLEDO MEDICAL CENTER,A,3000 Arlington Ave,Toledo,OH,43614,USA,Lucas,41.621158,-83.616159,(419) 383-3413,http://www.mco.edu,TRUE,227
TOLEDO HOSPITAL THE,A,2142 N Cove Blvd,Toledo,OH,43606,USA,Lucas,41.670881,-83.595105,(419) 291-7463,http://www.promedica.org,TRUE,630
MERCY ST VINCENT MEDICAL CENTER,A,2213 Cherry St,Toledo,OH,43608,USA,Lucas,41.668064,-83.541529,(419) 251-3232,http://www.mercyweb.org,TRUE,419
MERCY ST ANNE HOSPITAL,A,3404 W Sylvania Ave,Toledo,OH,43623,USA,Lucas,41.691867,-83.625999,(419) 407-2663,,TRUE,
STEPHENS COUNTY HOSPITAL,A,163 Hospital Dr,Toccoa,GA,30577,USA,Stephens,34.593396,-83.348008,(706) 282-4250,http://www.stephenscountyhospital.com,TRUE,178
PARRISH MEDICAL CENTER,A,951 N Washington Ave,Titusville,FL,32796,USA,Brevard,28.62809,-80.824182,(321) 268-6111,http://www.parrishmed.com,TRUE,210
TITUSVILLE HOSPITAL,A,406 W Oak St,Titusville,PA,16354,USA,Crawford,41.633292,-79.679381,(814) 827-1851,http://www.titusvillehospital.org,TRUE,60
JOHNSTON MEMORIAL HOSPITAL,C,1000 S Byrd St,Tishomingo,OK,73460,USA,Johnston,34.224189,-96.67518,(580) 371-2327,,TRUE,
TIPTON HOSPITAL,C,1000 S Main St,Tipton,IN,46072,USA,Tipton,40.271565,-86.041215,(765) 675-8500,,TRUE,
TIOGA MEDICAL CENTER,C,810 N Welo St,Tioga,ND,58852,USA,Williams,48.402139,-102.934884,(701) 664-3305,,TRUE,
TILLAMOOK COUNTY GENERAL HOSPITAL,C,1000 3rd St,Tillamook,OR,97141,USA,Tillamook,45.436769,-123.949056,(503) 842-4444,,TRUE,
TILDEN COMMUNITY HOSPITAL,C,308 W 2nd St,Tilden,NE,68781,USA,Madison,42.047043,-97.829822,(402) 368-5343,,TRUE,
TIFT REGIONAL MEDICAL CENTER,A,18th St E,Tifton,GA,31794,USA,Tift,31.4706884,-83.5047315,(229) 382-7120,http://www.tiftgeneral.com,TRUE,191
MERCY TIFFIN HOSPITAL,A,45 ST LAWRENCE DRIVE,Tiffin,OH,44883,USA,Seneca,41.1144992,-83.1779746,(419) 455-7000,http://www.mercyweb.org,TRUE,115
MOSES-LUDINGTON HOSPITAL,C,1019 Wicker St,Ticonderoga,NY,12883,USA,Essex,43.849546,-73.435638,(518) 585-2831,,TRUE,
THREE RIVERS HEALTH,A,701 S Health Pky,Three Rivers,MI,49093,USA,Saint Joseph,41.934908,-85.64702,(269) 273-9602,http://www.trah.org,TRUE,60
LOS ROBLES HOSPITAL & MEDICAL CENTER,A,215 W Janss Rd,Thousand Oaks,CA,91360,USA,Ventura,34.206429,-118.883275,(805) 497-2727,http://www.losrobleshospital.com,TRUE,255
THOUSAND OAKS SURGICAL HOSPITAL,A,401 Rolling Oaks Dr,Thousand Oaks,CA,91361,USA,Ventura,34.174386,-118.869782,(805) 777-7750,,TRUE,
NORTH SUBURBAN MEDICAL CENTER,A,9191 Grant St,Thornton,CO,80229,USA,Adams,39.863182,-104.983174,(303) 451-7800,http://www.northsuburban.com,TRUE,127
MCDUFFIE REGIONAL MEDICAL CENTER,A,521 Hill St,Thomson,GA,30824,USA,McDuffie,33.460625,-82.507379,(706) 595-1411,http://www.mrmc.org,TRUE,35
SOUTHWEST ALABAMA MEDICAL CENTER,A,33700 Highway 43,Thomasville,AL,36784,USA,Clarke,31.9315,-87.738151,(334) 636-6221,,TRUE,29
JOHN D ARCHBOLD MEMORIAL HOSPITAL,A,Gordon Ave &amp; Mimosa Dr,Thomasville,GA,31792,USA,Thomas,30.82611,-83.973949,(229) 228-2880,http://www.archbold.org,TRUE,328
THOMASVILLE MEDICAL CENTER,A,"207 Old Lexington Rd, #789",Thomasville,NC,27360,USA,Davidson,35.881612,-80.110337,(336) 472-2000,http://www.novanthealth.org,TRUE,89
UPSON REGIONAL MEDICAL CENTER,A,801 W Gordon St,Thomaston,GA,30286,USA,Upson,32.887078,-84.335625,(706) 647-8111,http://www.urmc.org/,TRUE,115
SANFORD MEDICAL CENTER THIEF RIVER FALLS,C,120 Labree Ave S,Thief River Falls,MN,56701,USA,Pennington,48.116905,-96.179879,(218) 681-4240,,TRUE,
THIBODAUX REGIONAL MEDICAL CENTER,A,602 N Acadia Woods Rd,Thibodaux,LA,70301,USA,Lafourche,29.7795373,-90.8057096,(985) 447-5500,http://www.thibodaux.com,TRUE,122
ST LUKE'S THE WOODLANDS HOSPITAL,A,17200 St Lukes Way,Conroe,TX,77384,USA,Montgomery,30.205369,-95.460521,(936) 266-4050,,TRUE,
ST LUKES LAKESIDE HOSPITAL,A,17400 St Lukes Way,Conroe,TX,77384,USA,Montgomery,30.201471,-95.459258,(936) 266-4055,,TRUE,
VILLAGES REGIONAL HOSPITAL THE,A,1451 El Camino Real,Lady Lake,FL,32159,USA,Lake,28.94954,-81.958846,(352) 751-8000,,TRUE,
HOT SPRINGS COUNTY MEMORIAL HOSPITAL,C,150 E Arapahoe St,Thermopolis,WY,82443,USA,Hot Springs,43.647568,-108.200236,(307) 864-3121,,TRUE,
MID-COLUMBIA MEDICAL CENTER,A,1700 E 19th St,The Dalles,OR,97058,USA,Wasco,45.587986,-121.165019,(541) 296-1111,http://www.mcmc.net,TRUE,49
MAINLAND MEDICAL CENTER,A,6801 Emmett F Lowry Expy,Texas City,TX,77591,USA,Galveston,29.395146,-94.986554,(409) 938-5000,http://www.mainlandmedical.com,TRUE,180
WADLEY REGIONAL MEDICAL CENTER,A,1000 Pine St,Texarkana,TX,75501,USA,Bowie,33.427649,-94.046557,(903) 798-8000,http://www.wadleyrmc.com,TRUE,162
CHRISTUS ST MICHAEL HEALTH SYSTEM,A,2600 Saint Michael Dr,Texarkana,TX,75503,USA,Bowie,33.462277,-94.075717,(903) 614-1000,http://www.christusstmichael.org,TRUE,239
PRAIRIE COMMUNITY HOSPITAL,C,312 Adams Ave S,Terry,MT,59349,USA,Prairie,46.791402,-105.315718,(406) 635-5511,,TRUE,
RENAISSANCE HOSPITAL TERRELL,A,1551 State Highway 34 S,Terrell,TX,75160,USA,Kaufman,32.710363,-96.279818,(972) 563-7611,,TRUE,130
UNION HOSPITAL INC,A,1606 N 7th St,Terre Haute,IN,47804,USA,Vigo,39.485046,-87.407372,(812) 238-7601,http://www.uhhg.org,TRUE,270
TERRE HAUTE REGIONAL HOSPITAL,A,3901 S 7th St,Terre Haute,IN,47802,USA,Vigo,39.420162,-87.406876,(812) 232-0021,http://www.regionalhospital.com,TRUE,238
TWIN CITIES COMMUNITY HOSPITAL,A,1100 Las Tablas Rd,Templeton,CA,93465,USA,San Luis Obispo,35.554484,-120.718944,(805) 434-3500,http://www.tenethealth.com,TRUE,72
TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHC,ACUTE CARE - VETERANS ADMINISTRATION,299 Veterans Memorial Dr,Temple,TX,76501,USA,Bell,31.09422,-97.343189,(254) 778-4811,,TRUE,
KINGS DAUGHTERS HOSPITAL-SCOTT & WHITE HEALTHCARE,A,1901 Hk Dodgen Loop SW,Temple,TX,76502,USA,Bell,31.074729,-97.375422,(254) 771-8600,http://www.kdhosp.org,TRUE,116
SCOTT & WHITE MEMORIAL HOSPITAL,A,2401 S 31st St,Temple,TX,76504,USA,Bell,31.077126,-97.366389,(254) 724-2111,http://www.sw.org,TRUE,468
PERRY COUNTY MEMORIAL HOSPITAL,C,1 Hospital Rd,Tell City,IN,47586,USA,Perry,37.928165,-86.758073,(812) 547-7011,,TRUE,
TEHACHAPI HOSPITAL,C,115 W E St,Tehachapi,CA,93561,USA,Kern,35.130123,-118.448275,(661) 822-3241,,TRUE,
HERRICK MEMORIAL HOSPITAL,C,500 E Pottawatamie St,Tecumseh,MI,49286,USA,Lenawee,42.002744,-83.937809,(517) 424-3000,,TRUE,
JOHNSON COUNTY HOSPITAL,C,202 High St,Tecumseh,NE,68450,USA,Johnson,40.379277,-96.197207,(402) 335-3361,,TRUE,
HOLY NAME MEDICAL CENTER,A,718 Teaneck Rd,Teaneck,NJ,7666,USA,Bergen,40.881924,-74.009086,(201) 833-3000,http://www.holyname.org,TRUE,341
CLAIBORNE COUNTY HOSPITAL,A,Old Knoxville Hwy,New Tazewell,TN,37825,USA,Claiborne,36.4406158,-83.5948761,(423) 626-4211,http://www.clairbornehospital.org,TRUE,165
CARILION TAZEWELL COMMUNITY HOSPITAL,A,141 Ben Bolt Ave,Tazewell,VA,24651,USA,Tazewell,37.12577,-81.489998,(276) 988-8700,http://www.tazecommhospital.org,TRUE,38
TAYLORVILLE MEMORIAL HOSPITAL,C,201 E Pleasant St,Taylorville,IL,62568,USA,Christian,39.553848,-89.293629,(217) 824-3331,,TRUE,
OAKWOOD HERITAGE HOSPITAL,A,10000 Telegraph Rd,Taylor,MI,48180,USA,Wayne,42.233257,-83.269712,(313) 295-5253,http://www.oakwood.org,TRUE,257
JOHNS COMMUNITY HOSPITAL,C,305 Mallard Ln,Taylor,TX,76574,USA,Williamson,30.591898,-97.41534,(512) 352-7611,,TRUE,
TAWAS ST JOSEPH HOSPITAL,A,"200 Hemlock St, #M-55",Tawas City,MI,48764,USA,Iosco,44.274904,-83.510895,(989) 362-9301,,TRUE,49
MARINERS HOSPITAL,A,91500 Overseas Hwy,Tavernier,FL,33070,USA,Monroe,25.005392,-80.521328,(305) 434-3000,http://www.baptisthealth.net/,TRUE,42
FLORIDA HOSPITAL WATERMAN,A,Waterman Way,Tavares,FL,32778,USA,Lake,28.8223579,-81.7122085,(352) 253-3300,http://www.fhwat.org,TRUE,182
MORTON HOSPITAL & MEDICAL CENTER,A,88 Washington St,Taunton,MA,2780,USA,Bristol,41.905748,-71.094422,(508) 828-7000,,TRUE,152
PROVIDENCE TARZANA MEDICAL CENTER,A,18321 Clark St,Tarzana,CA,91356,USA,Los Angeles,34.169898,-118.53142,(818) 881-0800,,TRUE,
HELEN ELLIS MEMORIAL HOSPITAL,A,1395 S Pinellas Ave,Tarpon Springs,FL,34689,USA,Pinellas,28.132301,-82.758549,(727) 942-5000,http://www.helenellis.com,TRUE,168
HERITAGE HOSPITAL,A,111 Hospital Dr,Tarboro,NC,27886,USA,Edgecombe,35.921746,-77.55687,(252) 641-7700,http://www.heritage.uhseast.com,TRUE,127
RIVERSIDE TAPPAHANNOCK HOSPITAL,A,618 Hospital Rd,Tappahannock,VA,22560,USA,Essex,37.900076,-76.879581,(804) 443-3311,http://www.riverside-online.com,TRUE,44
HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,A,1397 Weimer Rd,Taos,NM,87571,USA,Taos,36.367798,-105.577757,(575) 758-8883,http://www.taoshospital.org,TRUE,36
GUAM MEMORIAL HOSPITAL AUTHORITY,A,85O GOV CARLOS G CAMACHO ROAD,TAMUNING,GU,96913,USA,Guam,,,(671) 647-2552,http://www.gmha.org,TRUE,187
TAMPA VA MEDICAL CENTER,ACUTE CARE - VETERANS ADMINISTRATION,13000 Bruce B Downs Blvd,Tampa,FL,33612,USA,Hillsborough,28.06462,-82.426274,(813) 972-2000,,TRUE,
UNIVERSITY COMMUNITY HOSPITAL AT CARROLLWOOD,A,7171 N Dale Mabry Hwy,Tampa,FL,33614,USA,Hillsborough,28.014146,-82.504864,(813) 932-2222,http://www.uch.org,TRUE,112
ST JOSEPH'S HOSPITAL,A,3001 W Dr Martin Luther King Jr Blvd,Tampa,FL,33607,USA,Hillsborough,27.981473,-82.492755,(813) 870-4398,,TRUE,883
TAMPA GENERAL HOSPITAL,A,1 Tampa General Cir,Tampa,FL,33606,USA,Hillsborough,27.937644,-82.459235,(813) 844-7000,,TRUE,
UNIVERSITY COMMUNITY HOSPITAL,A,3100 E Fletcher Ave,Tampa,FL,33613,USA,Hillsborough,28.069348,-82.424321,(813) 615-7200,http://www.uch.org,TRUE,431
MEMORIAL HOSPITAL OF TAMPA,A,2901 W Swann Ave,Tampa,FL,33609,USA,Hillsborough,27.937602,-82.490099,(813) 873-6400,http://www.tenethealth.com/tampa,TRUE,140
TOWN & COUNTRY HOSPITAL,A,6001 Webb Rd,Tampa,FL,33615,USA,Hillsborough,28.002413,-82.575002,(813) 882-7159,http://www.tenethealth.com,TRUE,200
UNIVERSITY HOSPITAL & MEDICAL CENTER,A,7201 N University Dr,Tamarac,FL,33321,USA,Broward,26.211459,-80.252623,(954) 721-2200,http://www.uhmchealth.com,TRUE,271
COMMUNITY HOSPITAL INC,A,805 Friendship Rd,Tallassee,AL,36078,USA,Elmore,32.534792,-85.909518,(334) 283-6541,,TRUE,69
TALLAHASSEE MEMORIAL HEALTHCARE,A,1300 Miccosukee Rd,Tallahassee,FL,32308,USA,Leon,30.455124,-84.263517,(850) 431-1155,http://www.tmh.org,TRUE,616
CAPITAL REGIONAL MEDICAL CENTER,A,2626 Capital Medical Blvd,Tallahassee,FL,32308,USA,Leon,30.474746,-84.231705,(850) 656-5000,http://www.tallahasseehospital.com,TRUE,180
